TeamID,TeamName,Description,PowerFive,Wins,Loss, PF , PA , FGPct ,FGM,FGA, FG3Pct ,FGM3,FGA3, FTPct ,FTM,FTA, Reb , OReb , DReb , Ast , TO , Stl , Blk ,NET,POM,TRP
1153,Cincinnati,American Athletic Conference,0,12,11, 68.91 , 72.13 , 42.27 ,566,1339, 31.11 ,163,524, 65.61 ,290,442, 31.78 , 8.52 , 23.26 , 14.96 , 13.74 , 6.74 , 3.78 ,124,116,114
1355,S Dakota St,Summit League,0,15,7, 79.86 , 74.55 , 49.36 ,618,1252, 40.91 ,180,440, 71.64 ,341,476, 32.59 , 6.41 , 26.18 , 14.23 , 11.91 , 5.50 , 3.14 ,123,117,107
1232,Indiana St,Missouri Valley Conference,0,14,10, 65.92 , 65.79 , 43.19 ,549,1271, 33.88 ,144,425, 73.59 ,340,462, 28.88 , 7.21 , 21.67 , 10.46 , 11.46 , 6.29 , 2.67 ,120,118,126
1182,Duquesne,Atlantic 10 Conference,0,9,9, 66.94 , 67.11 , 42.12 ,438,1040, 29.87 ,115,385, 65.05 ,214,329, 33.61 , 10.06 , 23.56 , 13.39 , 12.67 , 6.72 , 4.44 ,131,119,113
1132,Bowling Green,Mid-American Conference,0,13,11, 78.13 , 75.79 , 41.94 ,669,1595, 31.83 ,197,619, 73.75 ,340,461, 35.04 , 10.79 , 24.25 , 12.63 , 9.88 , 7.29 , 2.08 ,139,120,131
1376,South Carolina,Southeastern Conference,1,6,15, 72.52 , 79.14 , 41.50 ,566,1364, 30.47 ,142,466, 65.35 ,249,381, 32.33 , 10.95 , 21.38 , 13.33 , 14.62 , 8.38 , 3.67 ,142,121,105
1334,Pacific,West Coast Conference,0,8,9, 68.47 , 71.06 , 43.61 ,447,1025, 29.79 ,87,292, 66.30 ,183,276, 31.65 , 8.71 , 22.94 , 12.12 , 11.12 , 6.53 , 3.29 ,132,122,139
1459,Wofford,Southern Conference,0,13,9, 72.05 , 70.05 , 45.75 ,570,1246, 35.56 ,229,644, 71.29 ,216,303, 29.23 , 6.73 , 22.50 , 14.36 , 12.36 , 6.23 , 2.09 ,111,123,127
1409,Tulsa,American Athletic Conference,0,9,12, 64.95 , 66.19 , 43.05 ,486,1129, 29.98 ,134,447, 68.98 ,258,374, 30.38 , 7.48 , 22.90 , 13.14 , 12.81 , 6.24 , 2.00 ,134,124,118
1190,ETSU,Southern Conference,0,11,12, 68.61 , 67.26 , 43.19 ,561,1299, 34.90 ,186,533, 69.77 ,270,387, 33.22 , 9.04 , 24.17 , 11.35 , 13.04 , 7.13 , 2.52 ,125,125,142
1451,Weber St,Big Sky Conference,0,14,6, 79.20 , 70.85 , 49.64 ,556,1120, 36.56 ,151,413, 77.91 ,321,412, 30.30 , 5.75 , 24.55 , 13.85 , 12.25 , 6.30 , 2.95 ,116,126,130
1287,Morehead St,Ohio Valley Conference,0,21,7, 68.11 , 64.00 , 45.91 ,679,1479, 34.71 ,177,510, 68.26 ,372,545, 34.00 , 8.89 , 25.11 , 12.43 , 15.18 , 4.43 , 4.89 ,121,127,162
1273,Mercer,Southern Conference,0,15,11, 75.46 , 72.58 , 47.26 ,733,1551, 36.62 ,219,598, 72.14 ,277,384, 31.65 , 7.15 , 24.50 , 16.00 , 12.12 , 6.85 , 2.77 ,117,128,143
1436,Vermont,America East Conference,0,10,5, 73.00 , 63.40 , 46.26 ,383,828, 34.42 ,116,337, 78.02 ,213,273, 32.47 , 7.40 , 25.07 , 14.07 , 11.73 , 5.00 , 2.60 ,115,129,119
1206,George Mason,Atlantic 10 Conference,0,12,9, 71.57 , 70.14 , 42.78 ,554,1295, 32.70 ,154,471, 63.42 ,241,380, 35.52 , 10.10 , 25.43 , 13.19 , 12.24 , 7.29 , 4.14 ,130,130,132
1274,Miami FL,Atlantic Coast Conference,1,10,17, 66.44 , 70.96 , 42.48 ,647,1523, 29.47 ,150,509, 70.00 ,350,500, 31.70 , 7.70 , 24.00 , 11.30 , 12.37 , 6.63 , 3.85 ,149,131,104
1177,DePaul,Big East Conference,0,5,14, 65.79 , 71.95 , 41.68 ,481,1154, 31.50 ,103,327, 67.77 ,185,273, 33.84 , 10.47 , 23.37 , 11.42 , 15.32 , 6.84 , 3.89 ,163,132,116
1401,Texas A&M,Southeastern Conference,1,8,10, 64.28 , 66.94 , 41.61 ,402,966, 30.00 ,117,390, 72.39 ,236,326, 31.00 , 9.72 , 21.28 , 12.11 , 14.67 , 6.83 , 1.89 ,150,133,122
1431,UTEP,Conference USA,0,9,12, 68.33 , 68.52 , 41.56 ,507,1220, 32.81 ,145,442, 75.62 ,276,365, 30.57 , 7.52 , 23.05 , 10.86 , 10.90 , 5.90 , 2.57 ,148,134,150
1143,California,Pacific-12 Conference,1,8,20, 64.68 , 69.54 , 42.71 ,630,1475, 32.89 ,198,602, 70.46 ,353,501, 28.07 , 6.46 , 21.61 , 11.68 , 11.96 , 4.21 , 2.21 ,165,135,125
1123,Ball St,Mid-American Conference,0,10,13, 74.74 , 75.48 , 44.29 ,613,1384, 34.21 ,195,570, 75.06 ,298,397, 33.61 , 8.57 , 25.04 , 13.83 , 14.17 , 5.48 , 2.39 ,172,136,154
1395,TCU,Big 12 Conference,1,12,14, 66.85 , 71.23 , 43.81 ,626,1429, 33.78 ,175,518, 67.17 ,311,463, 31.81 , 8.62 , 23.19 , 13.00 , 13.38 , 6.04 , 3.46 ,141,137,115
1396,Temple,American Athletic Conference,0,5,11, 65.81 , 68.81 , 40.09 ,348,868, 34.23 ,115,336, 71.60 ,242,338, 33.13 , 7.81 , 25.31 , 13.38 , 12.63 , 4.19 , 2.44 ,167,138,135
1133,Bradley,Missouri Valley Conference,0,10,16, 67.23 , 68.08 , 44.21 ,664,1502, 31.39 ,172,548, 72.94 ,248,340, 33.08 , 8.31 , 24.77 , 13.19 , 12.23 , 4.92 , 3.23 ,174,139,136
1381,Southern Utah,Big Sky Conference,0,15,4, 79.63 , 73.32 , 45.45 ,510,1122, 33.40 ,156,467, 76.24 ,337,442, 33.26 , 8.37 , 24.89 , 12.68 , 11.05 , 6.00 , 2.74 ,129,140,148
1167,CS Bakersfield,Big West Conference,0,13,11, 67.92 , 65.67 , 43.84 ,616,1405, 33.78 ,127,376, 71.69 ,271,378, 32.96 , 11.38 , 21.58 , 13.67 , 12.25 , 5.96 , 2.83 ,153,141,174
1130,Boston College,Atlantic Coast Conference,1,4,16, 71.35 , 79.50 , 42.19 ,500,1185, 33.09 ,180,544, 70.17 ,247,352, 30.70 , 7.95 , 22.75 , 11.40 , 13.25 , 7.25 , 3.85 ,186,142,133
1295,N Dakota St,Summit League,0,15,12, 69.74 , 67.67 , 44.20 ,659,1491, 34.07 ,184,540, 76.05 ,381,501, 34.63 , 8.30 , 26.33 , 10.56 , 12.00 , 3.89 , 2.56 ,173,143,156
1275,Miami OH,Mid-American Conference,0,11,11, 72.00 , 71.95 , 43.45 ,570,1312, 36.20 ,185,511, 77.54 ,259,334, 31.86 , 8.41 , 23.45 , 12.05 , 10.77 , 4.59 , 2.55 ,177,144,178
1180,Drexel,Colonial Athletic Association,0,12,7, 71.47 , 66.84 , 47.69 ,495,1038, 37.20 ,138,371, 77.70 ,230,296, 31.16 , 7.53 , 23.63 , 15.16 , 11.79 , 4.68 , 2.37 ,135,145,152
1178,Detroit,Horizon League,0,12,10, 76.50 , 73.95 , 46.36 ,598,1290, 39.13 ,225,575, 80.37 ,262,326, 30.00 , 7.82 , 22.18 , 14.32 , 10.91 , 6.82 , 2.45 ,166,146,184
1440,VMI,Southern Conference,0,10,12, 77.50 , 77.14 , 45.40 ,597,1315, 37.02 ,221,597, 76.52 ,290,379, 34.00 , 6.59 , 27.41 , 14.14 , 11.77 , 4.86 , 3.05 ,146,147,181
1408,Tulane,American Athletic Conference,0,10,13, 63.91 , 66.48 , 38.30 ,486,1269, 29.78 ,151,507, 74.62 ,347,465, 28.65 , 6.39 , 22.26 , 11.70 , 10.22 , 7.48 , 3.09 ,168,148,164
1330,Old Dominion,Conference USA,0,14,8, 67.91 , 68.14 , 44.20 ,553,1251, 29.37 ,111,378, 70.66 ,277,392, 33.32 , 8.91 , 24.41 , 11.45 , 12.18 , 7.64 , 3.73 ,133,149,140
1156,Cleveland St,Horizon League,0,19,7, 71.46 , 70.58 , 45.15 ,684,1515, 31.92 ,166,520, 66.94 ,324,484, 31.92 , 8.96 , 22.96 , 13.92 , 12.46 , 7.00 , 2.46 ,160,150,187
1331,Oral Roberts,Summit League,0,13,10, 79.39 , 77.57 , 44.69 ,627,1403, 38.82 ,250,644, 82.56 ,322,390, 30.22 , 6.57 , 23.65 , 11.61 , 11.17 , 6.22 , 4.09 ,158,151,151
1209,Georgia St,Sun Belt Conference,0,14,6, 77.00 , 74.10 , 45.21 ,557,1232, 34.49 ,149,432, 68.91 ,277,402, 33.45 , 9.45 , 24.00 , 15.65 , 11.90 , 6.65 , 4.40 ,128,152,129
1365,Santa Clara,West Coast Conference,0,11,8, 68.68 , 70.89 , 42.87 ,457,1066, 29.91 ,102,341, 68.00 ,289,425, 33.58 , 6.95 , 26.63 , 11.42 , 12.68 , 4.32 , 3.79 ,144,153,171
1372,SF Austin,Southland Conference,0,13,5, 77.78 , 70.94 , 51.15 ,512,1001, 32.22 ,77,239, 67.95 ,299,440, 31.39 , 9.44 , 21.94 , 14.50 , 16.39 , 9.44 , 3.39 ,147,154,144
1151,Chattanooga,Southern Conference,0,16,8, 71.17 , 69.79 , 43.30 ,601,1388, 35.42 ,198,559, 78.97 ,308,390, 30.21 , 6.29 , 23.92 , 12.25 , 10.38 , 6.71 , 1.88 ,140,155,168
1243,Kansas St,Big 12 Conference,1,9,19, 61.57 , 69.86 , 41.06 ,627,1527, 29.97 ,187,624, 66.43 ,283,426, 30.43 , 8.64 , 21.79 , 13.14 , 14.07 , 5.36 , 1.57 ,182,156,141
1298,Navy,Patriot League,0,15,3, 71.50 , 67.00 , 44.76 ,466,1041, 32.74 ,111,339, 70.93 ,244,344, 32.44 , 9.83 , 22.61 , 12.33 , 11.39 , 8.17 , 2.39 ,94,157,169
1240,Jacksonville St,Ohio Valley Conference,0,16,9, 72.64 , 69.60 , 45.59 ,656,1439, 34.62 ,198,572, 68.61 ,306,446, 35.12 , 9.68 , 25.44 , 13.80 , 13.20 , 4.72 , 3.48 ,156,158,177
1308,New Mexico St,Western Athletic Conference,0,9,8, 69.24 , 65.35 , 41.61 ,404,971, 32.06 ,151,471, 72.43 ,218,301, 32.71 , 10.59 , 22.12 , 12.18 , 10.94 , 4.76 , 2.35 ,175,159,155
1320,Northern Iowa,Missouri Valley Conference,0,8,15, 68.26 , 72.43 , 43.76 ,582,1330, 32.24 ,167,518, 67.90 ,239,352, 32.57 , 7.83 , 24.74 , 12.91 , 12.70 , 6.13 , 2.48 ,194,160,153
1461,Wyoming,Mountain West Conference,0,14,11, 76.60 , 75.52 , 45.01 ,649,1442, 35.65 ,251,704, 71.91 ,366,509, 30.12 , 6.68 , 23.44 , 14.04 , 10.84 , 5.80 , 2.16 ,161,161,157
1318,Northeastern,Colonial Athletic Association,0,10,9, 67.21 , 68.32 , 43.82 ,457,1043, 35.37 ,162,458, 74.17 ,201,271, 29.63 , 5.74 , 23.89 , 12.37 , 12.79 , 6.26 , 2.32 ,143,162,159
1187,East Carolina,American Athletic Conference,0,7,11, 65.44 , 68.28 , 40.37 ,415,1028, 29.76 ,100,336, 72.94 ,248,340, 30.89 , 8.00 , 22.89 , 15.50 , 12.44 , 5.89 , 3.11 ,180,163,163
1420,UMBC,America East Conference,0,14,6, 69.55 , 64.90 , 43.95 ,483,1099, 34.07 ,139,408, 71.14 ,286,402, 33.65 , 7.65 , 26.00 , 10.95 , 12.75 , 5.10 , 1.75 ,136,164,165
1427,UT San Antonio,Conference USA,0,11,11, 74.41 , 75.45 , 43.26 ,607,1403, 33.08 ,171,517, 75.68 ,252,333, 33.14 , 8.68 , 24.45 , 13.50 , 11.14 , 5.59 , 2.95 ,169,165,160
1293,Murray St,Ohio Valley Conference,0,11,13, 71.79 , 66.46 , 47.42 ,643,1356, 36.60 ,198,541, 67.51 ,239,354, 31.63 , 7.67 , 23.96 , 15.58 , 12.71 , 6.63 , 3.21 ,196,166,145
1424,UNLV,Mountain West Conference,0,10,15, 67.24 , 69.72 , 43.55 ,628,1442, 34.57 ,205,593, 71.20 ,220,309, 31.48 , 8.32 , 23.16 , 12.40 , 12.68 , 6.32 , 2.68 ,179,167,146
1448,Wake Forest,Atlantic Coast Conference,1,5,16, 66.10 , 72.43 , 40.91 ,479,1171, 35.06 ,189,539, 72.16 ,241,334, 29.05 , 7.24 , 21.81 , 11.33 , 13.14 , 6.14 , 2.24 ,189,168,134
1241,James Madison,Colonial Athletic Association,0,10,7, 75.00 , 71.94 , 43.61 ,433,993, 33.33 ,137,411, 67.00 ,272,406, 32.88 , 8.71 , 24.18 , 12.76 , 11.88 , 6.59 , 1.88 ,137,169,161
1184,E Kentucky,Ohio Valley Conference,0,20,7, 80.48 , 74.93 , 44.09 ,795,1803, 35.78 ,258,721, 70.35 ,325,462, 31.85 , 9.22 , 22.63 , 15.67 , 12.48 , 9.81 , 3.41 ,152,170,172
1449,Washington,Pacific-12 Conference,1,5,21, 67.65 , 77.38 , 42.37 ,641,1513, 33.22 ,197,593, 70.53 ,280,397, 28.58 , 6.96 , 21.62 , 10.73 , 13.46 , 6.08 , 3.62 ,200,171,147
1136,Bryant,Northeast Conference,0,14,6, 81.15 , 74.40 , 45.97 ,559,1216, 37.93 ,187,493, 75.53 ,318,421, 36.20 , 8.75 , 27.45 , 14.85 , 14.90 , 6.35 , 3.25 ,127,172,176
1157,Coastal Car,Sun Belt Conference,0,12,7, 74.58 , 68.58 , 42.94 ,490,1141, 34.56 ,160,463, 75.48 ,277,367, 39.89 , 11.79 , 28.11 , 13.84 , 15.21 , 7.74 , 3.74 ,154,173,137
1377,South Dakota,Summit League,0,13,11, 75.63 , 73.38 , 46.64 ,639,1370, 39.09 ,181,463, 78.41 ,356,454, 31.75 , 6.00 , 25.75 , 13.92 , 10.38 , 4.29 , 2.50 ,178,174,170
1378,South Florida,American Athletic Conference,0,8,13, 64.52 , 70.81 , 39.75 ,481,1210, 32.41 ,129,398, 63.16 ,264,418, 33.33 , 10.29 , 23.05 , 11.14 , 13.05 , 5.24 , 2.86 ,205,175,158
1235,Iowa St,Big 12 Conference,1,2,22, 65.58 , 76.71 , 41.83 ,591,1413, 32.05 ,175,546, 78.34 ,217,277, 28.50 , 6.88 , 21.63 , 11.58 , 14.21 , 6.50 , 3.13 ,232,176,138
1205,Gardner Webb,Big South Conference,0,11,15, 70.65 , 68.38 , 44.44 ,651,1465, 36.08 ,232,643, 69.02 ,303,439, 31.35 , 7.77 , 23.58 , 13.04 , 11.27 , 5.88 , 4.81 ,191,177,202
1233,Iona,Metro Atlantic Athletic Conference,0,12,5, 72.24 , 65.94 , 44.48 ,423,951, 35.47 ,127,358, 74.34 ,255,343, 34.29 , 9.29 , 25.00 , 13.94 , 15.00 , 6.82 , 3.94 ,138,178,166
1194,FL Atlantic,Conference USA,0,9,10, 71.89 , 69.00 , 44.12 ,491,1113, 35.45 ,162,457, 66.27 ,222,335, 35.00 , 10.11 , 24.89 , 12.79 , 13.89 , 6.84 , 2.21 ,183,179,149
1468,Bellarmine,Atlantic Sun Conference,0,11,7, 72.56 , 68.28 , 50.05 ,491,981, 37.13 ,114,307, 75.27 ,210,279, 26.56 , 6.72 , 19.83 , 15.22 , 10.83 , 6.61 , 2.06 ,181,180,180
1358,Sam Houston St,Southland Conference,0,15,9, 74.46 , 72.88 , 43.21 ,633,1465, 34.77 ,210,604, 70.84 ,311,439, 31.96 , 9.42 , 22.54 , 14.08 , 14.25 , 7.50 , 3.08 ,171,181,173
1402,Texas St,Sun Belt Conference,0,17,6, 65.39 , 61.87 , 46.48 ,568,1222, 39.39 ,130,330, 71.90 ,238,331, 28.83 , 7.30 , 21.52 , 13.04 , 11.83 , 6.57 , 2.96 ,157,182,167
1373,Siena,Metro Atlantic Athletic Conference,0,12,5, 67.59 , 63.00 , 45.97 ,411,894, 34.39 ,108,314, 65.77 ,219,333, 32.00 , 7.29 , 24.71 , 12.65 , 12.24 , 5.53 , 3.29 ,145,183,175
1201,Fresno St,Mountain West Conference,0,10,12, 64.82 , 68.45 , 42.33 ,494,1167, 32.61 ,151,463, 66.90 ,287,429, 31.36 , 9.09 , 22.27 , 10.23 , 13.86 , 6.27 , 2.59 ,190,184,182
1220,Hofstra,Colonial Athletic Association,0,13,10, 73.17 , 73.00 , 44.34 ,595,1342, 32.95 ,174,528, 71.36 ,319,447, 33.00 , 9.00 , 24.00 , 12.74 , 11.83 , 6.61 , 2.96 ,155,185,179
1119,Army,Patriot League,0,11,9, 70.90 , 71.00 , 45.54 ,526,1155, 32.69 ,153,468, 63.02 ,213,338, 30.25 , 6.10 , 24.15 , 13.60 , 12.35 , 6.20 , 1.10 ,119,186,186
1349,Rice,Conference USA,0,12,13, 71.64 , 73.88 , 43.82 ,631,1440, 36.13 ,254,703, 72.75 ,275,378, 32.12 , 7.92 , 24.20 , 14.68 , 13.84 , 5.48 , 2.20 ,187,187,197
1434,Valparaiso,Missouri Valley Conference,0,8,18, 63.35 , 68.69 , 41.21 ,600,1456, 29.74 ,174,585, 71.84 ,273,380, 29.85 , 6.15 , 23.69 , 12.31 , 11.46 , 5.85 , 3.35 ,229,188,193
1216,Hartford,America East Conference,0,15,8, 65.87 , 63.26 , 43.41 ,543,1251, 32.71 ,174,532, 71.23 ,255,358, 29.91 , 6.78 , 23.13 , 11.00 , 12.22 , 7.00 , 2.04 ,162,189,194
1356,S Illinois,Missouri Valley Conference,0,11,14, 64.08 , 68.36 , 44.50 ,574,1290, 37.24 ,200,537, 66.15 ,254,384, 26.64 , 4.48 , 22.16 , 13.16 , 11.72 , 6.12 , 1.84 ,214,190,189
1247,La Salle,Atlantic 10 Conference,0,8,16, 67.58 , 74.00 , 43.49 ,605,1391, 33.64 ,184,547, 67.46 ,228,338, 30.13 , 7.92 , 22.21 , 12.42 , 14.13 , 7.38 , 3.17 ,203,191,192
1297,N Kentucky,Horizon League,0,14,11, 71.36 , 71.24 , 44.55 ,658,1477, 30.65 ,179,584, 70.49 ,289,410, 31.72 , 10.52 , 21.20 , 11.80 , 12.16 , 6.44 , 1.64 ,215,192,205
1218,Hawaii,Big West Conference,0,9,10, 70.05 , 70.32 , 43.66 ,472,1081, 35.73 ,149,417, 72.56 ,238,328, 31.79 , 8.47 , 23.32 , 11.37 , 13.11 , 5.26 , 1.53 ,199,193,204
1386,St Joseph's PA,Atlantic 10 Conference,0,5,15, 72.15 , 82.60 , 40.87 ,506,1238, 31.36 ,191,609, 72.51 ,240,331, 30.90 , 6.90 , 24.00 , 14.35 , 13.80 , 6.00 , 1.80 ,221,194,206
1229,Illinois St,Missouri Valley Conference,0,6,18, 67.58 , 73.42 , 43.69 ,609,1394, 34.00 ,187,550, 65.76 ,217,330, 31.63 , 7.04 , 24.58 , 12.00 , 13.25 , 5.83 , 3.21 ,242,195,210
1189,Elon,Colonial Athletic Association,0,9,9, 64.83 , 65.72 , 41.06 ,420,1023, 33.11 ,149,450, 75.11 ,178,237, 30.83 , 7.00 , 23.83 , 10.67 , 11.06 , 5.72 , 2.11 ,184,196,208
1313,Norfolk St,Mid-Eastern Athletic Conference,0,14,7, 75.14 , 70.57 , 42.97 ,535,1245, 37.36 ,167,447, 70.89 ,341,481, 33.00 , 8.24 , 24.76 , 12.24 , 12.62 , 6.38 , 3.19 ,170,197,219
1311,Nicholls St,Southland Conference,0,17,7, 77.29 , 73.79 , 45.02 ,692,1537, 31.84 ,185,581, 66.98 ,286,427, 34.96 , 9.50 , 25.46 , 13.29 , 12.88 , 8.67 , 3.25 ,197,198,195
1285,Montana,Big Sky Conference,0,10,13, 67.17 , 69.26 , 43.72 ,536,1226, 36.63 ,126,344, 78.86 ,347,440, 28.57 , 6.00 , 22.57 , 11.78 , 12.78 , 4.65 , 2.57 ,218,199,190
1191,Evansville,Missouri Valley Conference,0,9,16, 64.76 , 69.60 , 43.96 ,571,1299, 37.68 ,240,637, 71.82 ,237,330, 25.16 , 5.20 , 19.96 , 11.64 , 9.64 , 4.88 , 2.24 ,233,200,220
1360,San Diego,West Coast Conference,0,3,11, 66.21 , 77.07 , 41.56 ,352,847, 30.37 ,82,270, 64.98 ,141,217, 29.93 , 6.43 , 23.50 , 13.21 , 12.43 , 6.71 , 3.43 ,250,201,222
1454,WI Milwaukee,Horizon League,0,10,12, 75.55 , 76.27 , 43.62 ,588,1348, 32.85 ,159,484, 73.15 ,327,447, 32.59 , 7.91 , 24.68 , 12.95 , 10.82 , 6.09 , 2.14 ,236,202,232
1418,Louisiana,Sun Belt Conference,0,15,9, 73.33 , 72.67 , 44.47 ,643,1446, 35.65 ,169,474, 70.11 ,305,435, 34.79 , 9.75 , 25.04 , 12.21 , 14.29 , 5.79 , 4.54 ,195,203,185
1324,Oakland,Horizon League,0,12,18, 74.67 , 81.20 , 41.67 ,773,1855, 33.29 ,259,778, 70.62 ,435,616, 32.00 , 9.87 , 22.13 , 14.80 , 12.17 , 8.27 , 1.87 ,247,204,245
1144,Campbell,Big South Conference,0,15,10, 68.40 , 67.88 , 48.82 ,622,1274, 37.42 ,174,465, 67.75 ,292,431, 24.76 , 4.64 , 20.12 , 13.68 , 11.76 , 6.04 , 2.36 ,202,205,235
1111,Appalachian St,Sun Belt Conference,0,13,11, 68.17 , 68.25 , 40.51 ,557,1375, 32.62 ,197,604, 71.59 ,325,454, 30.92 , 8.88 , 22.04 , 11.33 , 11.13 , 7.54 , 3.17 ,210,206,183
1259,Loyola MD,Patriot League,0,6,11, 72.12 , 70.94 , 46.47 ,461,992, 30.56 ,92,301, 60.40 ,212,351, 34.65 , 9.88 , 24.76 , 13.00 , 14.18 , 6.82 , 3.18 ,151,207,211
1430,Utah Valley,Western Athletic Conference,0,9,11, 72.65 , 74.45 , 46.77 ,522,1116, 34.68 ,103,297, 62.96 ,306,486, 37.00 , 9.95 , 27.05 , 15.80 , 14.90 , 4.90 , 4.60 ,216,208,207
1447,Wagner,Northeast Conference,0,13,7, 71.25 , 68.70 , 44.23 ,533,1205, 31.79 ,117,368, 71.81 ,242,337, 32.50 , 10.60 , 21.90 , 12.90 , 11.95 , 7.35 , 2.55 ,164,209,236
1122,Austin Peay,Ohio Valley Conference,0,12,13, 72.92 , 71.36 , 44.47 ,659,1482, 33.27 ,175,526, 75.69 ,330,436, 31.56 , 11.60 , 19.96 , 12.60 , 14.16 , 6.40 , 1.88 ,245,210,203
1154,Citadel,Southern Conference,0,9,12, 77.71 , 82.33 , 44.38 ,569,1282, 32.81 ,189,576, 71.10 ,305,429, 33.00 , 7.38 , 25.62 , 14.29 , 11.76 , 4.43 , 4.24 ,209,211,247
1375,South Alabama,Sun Belt Conference,0,13,11, 71.29 , 71.46 , 43.07 ,594,1379, 35.08 ,214,610, 72.20 ,309,428, 31.42 , 7.88 , 23.54 , 10.67 , 11.75 , 6.63 , 3.13 ,206,212,188
1282,Missouri KC,Summit League,0,7,13, 62.35 , 64.60 , 45.32 ,460,1015, 35.10 ,119,339, 67.10 ,208,310, 25.40 , 5.60 , 19.80 , 11.35 , 11.70 , 7.00 , 1.85 ,251,213,201
1291,Mt St Mary's,Northeast Conference,0,12,10, 63.73 , 62.32 , 42.62 ,508,1192, 33.72 ,146,433, 67.80 ,240,354, 34.09 , 9.36 , 24.73 , 11.68 , 12.50 , 4.41 , 4.14 ,159,214,218
1389,St Peter's,Metro Atlantic Athletic Conference,0,14,11, 63.20 , 61.48 , 40.04 ,555,1386, 32.29 ,154,477, 69.76 ,316,453, 34.12 , 9.32 , 24.80 , 11.72 , 14.16 , 8.04 , 5.32 ,188,215,198
1288,Morgan St,Mid-Eastern Athletic Conference,0,12,7, 78.26 , 73.58 , 42.16 ,500,1186, 32.91 ,154,468, 74.83 ,333,445, 35.84 , 11.68 , 24.16 , 13.84 , 15.53 , 7.11 , 3.74 ,185,216,249
1413,UC Davis,Big West Conference,0,9,8, 70.59 , 72.18 , 43.20 ,416,963, 31.89 ,96,301, 77.49 ,272,351, 29.59 , 8.18 , 21.41 , 10.76 , 14.18 , 7.35 , 2.71 ,223,217,231
1203,G Washington,Atlantic 10 Conference,0,5,12, 68.12 , 72.29 , 44.24 ,411,929, 32.28 ,102,316, 69.85 ,234,335, 32.41 , 7.12 , 25.29 , 11.41 , 13.29 , 6.29 , 2.71 ,258,218,214
1286,Montana St,Big Sky Conference,0,11,10, 71.10 , 72.10 , 44.37 ,512,1154, 32.02 ,122,381, 74.62 ,347,465, 29.67 , 6.90 , 22.76 , 10.10 , 12.38 , 5.57 , 2.29 ,225,219,217
1174,Delaware,Colonial Athletic Association,0,6,8, 66.71 , 66.86 , 43.28 ,319,737, 31.38 ,91,290, 71.68 ,205,286, 32.21 , 8.14 , 24.07 , 11.79 , 13.50 , 4.64 , 3.50 ,220,220,223
1158,Col Charleston,Colonial Athletic Association,0,7,10, 68.00 , 69.82 , 43.97 ,416,946, 38.20 ,144,377, 70.31 ,180,256, 29.29 , 6.65 , 22.65 , 10.41 , 10.06 , 5.29 , 2.94 ,219,221,200
1284,Monmouth NJ,Metro Atlantic Athletic Conference,0,12,8, 76.05 , 74.30 , 42.25 ,518,1226, 36.32 ,154,424, 70.73 ,331,468, 33.80 , 8.35 , 25.45 , 14.00 , 12.90 , 8.30 , 3.50 ,193,222,199
1262,MA Lowell,America East Conference,0,11,12, 68.48 , 70.91 , 45.16 ,560,1240, 34.64 ,150,433, 66.16 ,305,461, 31.65 , 7.48 , 24.17 , 11.61 , 14.17 , 5.00 , 3.87 ,211,223,224
1411,TX Southern,Southwest Athletic Conference,0,15,8, 73.57 , 70.09 , 44.53 ,607,1363, 27.70 ,105,379, 70.64 ,373,528, 36.35 , 10.22 , 26.13 , 11.70 , 14.83 , 7.04 , 4.61 ,208,224,215
1392,Stony Brook,America East Conference,0,8,14, 65.41 , 66.82 , 40.73 ,512,1257, 29.17 ,133,456, 67.95 ,282,415, 34.50 , 9.59 , 24.91 , 11.59 , 13.32 , 5.41 , 4.64 ,226,225,213
1370,Seattle,Western Athletic Conference,0,8,11, 70.26 , 72.00 , 39.83 ,468,1175, 31.77 ,156,491, 72.75 ,243,334, 29.95 , 9.00 , 20.95 , 10.79 , 10.63 , 6.53 , 2.95 ,248,226,227
1464,Youngstown St,Horizon League,0,11,12, 73.43 , 75.04 , 43.05 ,604,1403, 30.93 ,159,514, 72.52 ,322,444, 32.87 , 11.00 , 21.87 , 12.74 , 11.48 , 5.39 , 1.39 ,254,227,250
1150,Charlotte,Conference USA,0,9,15, 63.13 , 66.38 , 43.52 ,524,1204, 32.70 ,137,419, 73.66 ,330,448, 29.00 , 5.96 , 23.04 , 11.25 , 12.58 , 5.29 , 2.79 ,231,228,212
1107,SUNY Albany,America East Conference,0,7,9, 69.38 , 68.69 , 44.73 ,395,883, 33.66 ,102,303, 72.43 ,218,301, 27.69 , 5.81 , 21.88 , 11.69 , 12.13 , 6.13 , 1.81 ,213,229,209
1347,Radford,Big South Conference,0,13,12, 66.16 , 65.76 , 44.90 ,577,1285, 30.90 ,144,466, 68.86 ,356,517, 32.84 , 8.84 , 24.00 , 10.36 , 14.60 , 5.84 , 1.68 ,227,230,234
1421,UNC Asheville,Big South Conference,0,10,10, 73.40 , 72.80 , 47.61 ,548,1151, 35.78 ,161,450, 60.63 ,211,348, 29.35 , 7.75 , 21.60 , 12.70 , 14.40 , 7.00 , 4.35 ,240,231,233
